MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,Fence,Mo Sold,Yr Sold,Sale Type,SalePrice,Year Remod/Add Cats,Low Qual SF Cat,Garage Yr Blt Class,Porch Cat,Screen Porch Cat
20,RL,90.0,9900,Pave,None,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1966,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,BLQ,1059.0,Unf,0.0,150.0,1209.0,GasA,Gd,Y,SBrkr,1209,0,1209,1.0,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,RFn,2.0,504.0,TA,TA,Y,0,0,120,Non,4,2010,ConLD,11.976659481202368,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
70,RL,50.0,4882,Pave,None,IR,Bnk,Inside,Mod,BrkSide,RR,Feedr,1Fam,2Story,4,7,1937,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,120.0,Unf,0.0,228.0,348.0,GasA,TA,Y,SBrkr,453,453,906,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Basment,Unf,1.0,231.0,Fa,TA,Y,0,0,0,Non,9,2008,WD ,11.37366339763672,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
20,RL,0.0,11423,Pave,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,Gable,CompShg,VinylSd,VinylSd,HasMasVnr,479.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1358.0,Unf,0.0,223.0,1581.0,GasA,Ex,Y,SBrkr,1601,0,1601,1.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,RFn,2.0,670.0,TA,TA,Y,180,0,0,MnPrv,5,2010,WD ,12.513557345278134,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
20,RL,65.0,8772,Pave,None,Reg,Lvl,FR,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,996.0,Unf,0.0,340.0,1336.0,GasA,Ex,Y,SBrkr,1336,0,1336,1.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,Unf,2.0,502.0,TA,TA,Y,136,43,0,Non,9,2006,New,12.196022309676673,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
50,RM,63.0,7628,Pave,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,6,1940,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,801.0,801.0,GasA,Gd,Y,Fuse,1095,561,1656,0.0,0.0,2,0,2,1,TA,8,Mod,0,None,Detchd,Unf,2.0,440.0,TA,TA,Y,187,0,0,Non,5,2008,WD ,11.688255974575329,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
20,RL,77.0,8335,Pave,None,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Slab,Non,Non,Non,Non,0.0,Non,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,1124,0,1124,0.0,0.0,1,0,3,1,TA,5,Min2,1,Gd,None,None,0.0,0.0,None,None,N,0,36,190,Non,4,2006,WD ,11.440354772135393,Blt/Remod>20 yrs,Finished,None,No3SeasonPorch,NoScreenPorch
60,RL,71.0,8220,Pave,None,IR,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,Gable,CompShg,VinylSd,VinylSd,HasMasVnr,647.0,Gd,TA,PConc,Gd,TA,Av,GLQ,544.0,Unf,0.0,438.0,982.0,GasA,Ex,Y,SBrkr,1008,884,1892,0.0,0.0,2,1,3,1,TA,8,Typ,1,TA,Attchd,RFn,2.0,431.0,TA,TA,Y,108,0,0,Non,7,2008,WD ,12.331603367977383,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
190,RL,107.0,10615,Pave,None,IR,Bnk,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,3,5,1900,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,440.0,Unf,0.0,538.0,978.0,GasA,TA,Y,SBrkr,1014,685,1699,1.0,0.0,2,0,3,2,TA,7,Typ,0,None,CarPort,Unf,2.0,420.0,Fa,Fa,Y,0,74,0,Non,8,2009,WD ,11.461632170582678,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
50,RM,50.0,6000,Pave,None,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1948,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,300.0,Unf,0.0,480.0,780.0,GasA,TA,Y,SBrkr,780,636,1416,0.0,0.0,1,1,3,1,TA,6,Typ,0,None,Detchd,Unf,1.0,312.0,TA,TA,P,221,0,48,Non,3,2010,WD ,11.848683160653573,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
30,RL,55.0,5350,Pave,None,IR,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,2,1940,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,Po,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,728.0,728.0,GasA,Ex,Y,SBrkr,1306,0,1306,0.0,0.0,1,0,3,1,Fa,6,Mod,0,None,None,None,0.0,0.0,None,None,Y,263,0,0,GdWo,5,2010,WD ,11.245046019814627,Blt/Remod>20 yrs,Finished,None,No3SeasonPorch,NoScreenPorch
30,RL,60.0,5400,Pave,None,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1940,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Gd,Y,SBrkr,672,0,672,0.0,0.0,1,0,2,1,TA,4,Typ,0,None,Detchd,Unf,1.0,308.0,TA,TA,N,88,108,0,Non,7,2008,WD ,11.372513311253483,Blt/Remod<10 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
20,RL,0.0,17979,Pave,None,IR,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,785.0,Unf,0.0,328.0,1113.0,GasA,Ex,Y,SBrkr,1160,0,1160,1.0,0.0,1,0,3,1,Gd,6,Typ,0,None,Attchd,Unf,1.0,257.0,TA,TA,Y,81,0,0,GdWo,2,2008,WD ,11.934919875029603,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
20,RL,68.0,9520,Pave,None,Reg,Bnk,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,5,1953,Gable,CompShg,MetalSd,MetalSd,HasMasVnr,115.0,TA,TA,CBlock,Gd,TA,No,Rec,767.0,Unf,0.0,144.0,911.0,GasA,TA,Y,SBrkr,930,0,930,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Attchd,RFn,1.0,286.0,TA,TA,Y,134,0,0,MnPrv,5,2008,WD ,11.502875129116727,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
30,RL,50.0,5330,Pave,None,Reg,HLS,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,7,1940,Hip,CompShg,VinylSd,VinylSd,None,0.0,Fa,TA,CBlock,TA,TA,No,LwQ,280.0,Unf,0.0,140.0,420.0,GasA,Gd,Y,SBrkr,708,0,708,0.0,0.0,1,0,2,1,Fa,5,Typ,0,None,None,None,0.0,0.0,None,None,Y,164,0,0,Non,12,2009,WD ,11.320553572322773,Blt/Remod>20 yrs,Finished,None,No3SeasonPorch,NoScreenPorch
120,RL,50.0,8012,Pave,None,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,Gable,CompShg,Plywood,ImStucc,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,430.0,Unf,0.0,1145.0,1575.0,GasA,Gd,Y,SBrkr,1575,0,1575,1.0,0.0,2,0,2,1,Gd,5,Typ,0,None,Attchd,RFn,2.0,529.0,TA,TA,Y,0,0,52,Non,7,2007,WD ,12.096257779522967,Blt/Remod 10-20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
20,RL,75.0,9000,Pave,None,Reg,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1966,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,773.0,Unf,0.0,286.0,1059.0,GasA,Gd,Y,SBrkr,1059,0,1059,1.0,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,Fin,1.0,286.0,TA,TA,Y,0,88,0,GdWo,6,2006,WD ,11.867097278690842,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
20,RL,62.0,14299,Pave,None,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,3,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,513.0,LwQ,144.0,348.0,1005.0,GasA,TA,Y,SBrkr,1005,0,1005,1.0,0.0,1,0,3,1,TA,5,Typ,0,None,Detchd,Unf,2.0,440.0,TA,TA,N,0,0,0,MnPrv,7,2007,WD ,11.656159633056136,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
60,FV,0.0,7050,Pave,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,738.0,Unf,0.0,319.0,1057.0,GasA,Ex,Y,SBrkr,1057,872,1929,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2.0,650.0,TA,TA,Y,0,235,0,Non,5,2007,WD ,12.328290278254423,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
160,FV,30.0,3180,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Ex,Y,SBrkr,520,600,1200,0.0,0.0,2,1,2,1,Gd,4,Typ,0,None,Detchd,RFn,2.0,480.0,TA,TA,Y,0,166,0,Non,4,2006,WD ,11.87862357740665,Blt/Remod<10 yrs,UnfinishedSF<500,After 2000,No3SeasonPorch,NoScreenPorch
60,RL,112.0,16451,Pave,None,IR,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,Gable,CompShg,VinylSd,VinylSd,HasMasVnr,221.0,Gd,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1765.0,1765.0,GasA,Ex,Y,SBrkr,1804,886,2690,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,Fin,3.0,795.0,TA,TA,Y,268,58,0,Non,7,2008,WD ,12.821258284620408,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
20,RL,76.0,12887,Pave,None,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1984,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,Rec,207.0,GLQ,590.0,36.0,833.0,GasA,TA,Y,SBrkr,833,0,833,1.0,0.0,1,0,2,1,Gd,5,Typ,0,None,Attchd,Unf,2.0,495.0,TA,TA,Y,431,0,0,MnPrv,4,2010,WD ,11.917723684090689,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
60,RL,105.0,15578,Pave,None,IR,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,728.0,728.0,GasA,Gd,Y,SBrkr,728,728,1456,0.0,0.0,2,1,3,1,TA,8,Typ,0,None,Attchd,RFn,2.0,429.0,TA,TA,Y,0,0,0,Non,5,2006,New,12.059803326028716,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
20,RL,60.0,7200,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,398.0,BLQ,149.0,317.0,864.0,GasA,Gd,Y,SBrkr,864,0,864,1.0,0.0,1,0,3,1,Gd,5,Typ,0,None,Detchd,RFn,2.0,720.0,TA,TA,Y,194,0,0,Non,7,2007,WD ,11.76756768334381,Blt/Remod<10 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
20,RL,48.0,17043,Pave,None,IR,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,Gd,Fa,No,Unf,0.0,Unf,0.0,1362.0,1362.0,GasA,TA,Y,SBrkr,1586,0,1586,0.0,0.0,2,0,3,1,TA,7,Typ,1,TA,Attchd,Unf,2.0,435.0,TA,TA,Y,192,0,0,Non,1,2009,WD ,12.106252310247962,Blt/Remod 10-20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
80,RL,125.0,10000,Pave,None,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,6,1956,Hip,CompShg,Wd Sdng,Wd Sdng,HasMasVnr,272.0,TA,TA,CBlock,TA,TA,Av,BLQ,678.0,Rec,281.0,99.0,1058.0,GasA,Ex,Y,SBrkr,1370,0,1370,1.0,0.0,1,0,3,1,TA,6,Typ,1,TA,Basment,RFn,1.0,300.0,TA,TA,Y,191,0,0,MnPrv,2,2006,WD ,11.904967552746252,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,HasScreenPorch
20,RL,75.0,8050,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,475.0,ALQ,297.0,142.0,914.0,GasA,Ex,Y,SBrkr,914,0,914,1.0,0.0,1,0,2,1,Gd,4,Typ,0,None,None,None,0.0,0.0,None,None,N,32,0,0,Non,4,2006,WD ,11.672063686308526,Blt/Remod<10 yrs,Finished,None,No3SeasonPorch,NoScreenPorch
120,RL,43.0,3182,Pave,None,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,HasMasVnr,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16.0,Unf,0.0,1357.0,1373.0,GasA,Ex,Y,SBrkr,1555,0,1555,0.0,0.0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,Fin,2.0,430.0,TA,TA,Y,143,20,0,Non,5,2009,WD ,12.167851432709975,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
160,RM,24.0,1950,Pave,None,Reg,Lvl,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,Gd,TA,No,LwQ,81.0,GLQ,612.0,23.0,716.0,GasA,TA,Y,SBrkr,716,840,1556,1.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,Fin,2.0,452.0,TA,TA,Y,161,0,0,GdPrv,7,2008,COD,11.925035115797062,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
20,RL,70.0,7700,Pave,None,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,138.0,Rec,468.0,276.0,882.0,GasA,TA,Y,SBrkr,882,0,882,1.0,0.0,1,0,3,1,TA,5,Typ,0,None,Detchd,Unf,2.0,461.0,TA,TA,Y,96,0,0,MnPrv,3,2007,WD ,11.630708500626612,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
30,RL,98.0,8731,Pave,None,IR,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,1920,Gable,CompShg,Stucco,Stucco,None,0.0,TA,Fa,BrkTil,TA,TA,No,BLQ,645.0,Unf,0.0,270.0,915.0,GasA,TA,Y,SBrkr,1167,0,1167,0.0,0.0,1,0,3,1,TA,6,Maj1,1,Gd,Detchd,Unf,2.0,495.0,TA,TA,Y,0,0,216,Non,5,2007,WD ,11.877568578558138,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,HasScreenPorch
120,RL,89.0,8232,Pave,None,IR,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2007,Hip,CompShg,MetalSd,MetalSd,HasMasVnr,714.0,Ex,TA,PConc,Ex,TA,No,GLQ,1204.0,Unf,0.0,596.0,1800.0,GasA,Ex,Y,SBrkr,1800,0,1800,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,RFn,3.0,944.0,TA,TA,Y,210,0,0,Non,6,2008,New,12.823868388846332,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
160,RL,24.0,2280,Pave,None,Reg,Lvl,FR,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1975,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,514.0,Unf,0.0,341.0,855.0,GasA,TA,Y,SBrkr,855,601,1456,0.0,0.0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,Unf,2.0,440.0,TA,TA,Y,173,0,0,Non,6,2010,WD ,11.917723684090689,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
60,RL,68.0,8935,Pave,None,IR,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,Gable,CompShg,VinylSd,VinylSd,HasMasVnr,95.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,831.0,831.0,GasA,Ex,Y,SBrkr,831,829,1660,0.0,0.0,2,1,3,1,Gd,7,Typ,0,None,Attchd,RFn,2.0,493.0,TA,TA,Y,144,68,0,Non,7,2009,WD ,12.180754837545884,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
80,RL,0.0,9125,Pave,None,IR,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1992,Gable,CompShg,HdBoard,HdBoard,HasMasVnr,170.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Gd,Y,SBrkr,812,670,1482,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2.0,392.0,TA,TA,Y,100,25,0,Non,7,2007,WD ,12.00701176473192,Blt/Remod 10-20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
20,RL,0.0,11075,Pave,None,Reg,Lvl,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,5,1984,Hip,CompShg,Wd Sdng,Wd Sdng,HasMasVnr,136.0,TA,TA,PConc,Gd,TA,No,BLQ,299.0,LwQ,891.0,0.0,1190.0,GasA,Ex,Y,SBrkr,1522,0,1522,0.0,0.0,2,0,3,1,TA,7,Typ,1,TA,Attchd,Fin,2.0,552.0,TA,TA,Y,0,77,0,GdPrv,2,2007,WD ,12.111761966058932,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,HasScreenPorch
20,RL,113.0,13438,Pave,None,IR,HLS,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,Gable,CompShg,CemntBd,CmentBd,HasMasVnr,246.0,Ex,TA,CBlock,Ex,TA,Gd,GLQ,1758.0,Unf,0.0,432.0,2190.0,GasA,Ex,Y,SBrkr,2036,0,2036,1.0,0.0,2,0,3,1,Ex,9,Typ,1,Ex,Attchd,Fin,3.0,780.0,TA,TA,Y,90,154,0,Non,7,2009,WD ,12.92391243868049,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
20,RL,82.0,11070,Pave,None,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,BLQ,55.0,Unf,0.0,1527.0,1582.0,GasA,TA,Y,SBrkr,1595,0,1595,1.0,0.0,2,0,2,1,TA,5,Typ,0,None,Detchd,Unf,2.0,672.0,TA,TA,Y,0,0,0,Non,4,2009,COD,11.931635799828413,Blt/Remod 10-20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
60,RL,65.0,7800,Pave,None,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,HasMasVnr,172.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,891.0,891.0,GasA,Ex,Y,SBrkr,891,795,1686,0.0,0.0,2,1,3,1,Gd,8,Typ,0,None,Attchd,Fin,2.0,462.0,TA,TA,Y,144,101,0,Non,4,2006,WD ,12.122691036591123,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
90,RM,78.0,7060,Pave,None,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,Gable,CompShg,VinylSd,VinylSd,HasMasVnr,200.0,TA,Gd,PConc,Gd,Gd,Gd,GLQ,1309.0,Unf,0.0,35.0,1344.0,GasA,Ex,Y,SBrkr,1344,0,1344,2.0,0.0,2,0,2,2,TA,8,Typ,0,None,Attchd,Fin,4.0,784.0,TA,TA,Y,0,0,0,Non,11,2008,WD ,12.237086699059343,Blt/Remod 10-20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
90,RL,0.0,11836,Pave,None,IR,Lvl,Corner,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,5,1970,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,149.0,Unf,0.0,1503.0,1652.0,GasA,TA,Y,SBrkr,1652,0,1652,0.0,0.0,2,0,4,2,TA,8,Typ,0,None,2Types,Unf,3.0,928.0,TA,TA,Y,0,0,0,Non,3,2006,WD ,11.894780707439258,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
50,RL,60.0,8382,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,5,1956,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,832.0,832.0,GasA,TA,Y,Fuse,832,505,1337,0.0,0.0,1,0,3,1,TA,5,Typ,0,None,Attchd,Unf,1.0,263.0,TA,TA,Y,0,0,0,Non,2,2010,WD ,11.589886506106357,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
80,RL,102.0,10192,Pave,None,IR,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,6,1968,Gable,CompShg,MetalSd,MetalSd,HasMasVnr,143.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,570.0,570.0,GasA,Gd,Y,SBrkr,1222,698,1920,0.0,0.0,3,0,4,1,Gd,8,Typ,1,TA,Attchd,RFn,2.0,487.0,TA,TA,Y,0,98,0,GdPrv,9,2006,WD ,12.043553716032399,Blt/Remod 10-20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
120,RM,0.0,4426,Pave,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,Gable,CompShg,VinylSd,VinylSd,HasMasVnr,205.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,662.0,Unf,0.0,186.0,848.0,GasA,Ex,Y,SBrkr,848,0,848,1.0,0.0,1,0,1,1,Gd,3,Typ,0,None,Attchd,RFn,2.0,420.0,TA,TA,Y,140,0,0,Non,2,2008,WD ,11.884489021402711,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
120,RL,24.0,2280,Pave,None,Reg,Lvl,FR,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,5,1975,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,435.0,LwQ,622.0,0.0,1057.0,GasA,TA,Y,SBrkr,1055,0,1055,0.0,1.0,2,0,2,1,TA,4,Typ,1,Fa,Attchd,RFn,2.0,440.0,TA,TA,Y,0,27,0,Non,8,2009,WD ,11.719939634354555,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
120,RL,0.0,2887,Pave,None,Reg,HLS,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,5,1996,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,1003.0,Unf,0.0,288.0,1291.0,GasA,Ex,Y,SBrkr,1291,0,1291,1.0,0.0,1,0,2,1,Gd,6,Typ,1,Gd,Attchd,Unf,2.0,431.0,TA,TA,Y,307,0,0,Non,11,2008,WD ,12.061046873479915,Blt/Remod 10-20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
30,RM,60.0,8520,Pave,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,1928,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,624.0,624.0,GasA,Gd,Y,SBrkr,720,0,720,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Detchd,Unf,2.0,484.0,TA,TA,Y,106,0,0,Non,5,2010,WD ,11.570250531589497,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
